seat,game,diverged,kind,row,step,player,stadium_id,target_id,target_hp,baseline_action,candidate_action,baseline_reason,candidate_reason,baseline_option,candidate_option
0,game_0000,False,,,,,,,,,,,,,
0,game_0001,False,,,,,,,,,,,,,
0,game_0002,False,,,,,,,,,,,,,
0,game_0003,False,,,,,,,,,,,,,
0,game_0004,False,,,,,,,,,,,,,
0,game_0005,False,,,,,,,,,,,,,
0,game_0006,False,,,,,,,,,,,,,
0,game_0007,False,,,,,,,,,,,,,
0,game_0008,False,,,,,,,,,,,,,
0,game_0009,False,,,,,,,,,,,,,
0,game_0010,False,,,,,,,,,,,,,
0,game_0011,False,,,,,,,,,,,,,
0,game_0012,False,,,,,,,,,,,,,
0,game_0013,False,,,,,,,,,,,,,
0,game_0014,False,,,,,,,,,,,,,
0,game_0015,False,,,,,,,,,,,,,
0,game_0016,False,,,,,,,,,,,,,
0,game_0017,False,,,,,,,,,,,,,
0,game_0018,False,,,,,,,,,,,,,
0,game_0019,False,,,,,,,,,,,,,
0,game_0020,False,,,,,,,,,,,,,
0,game_0021,False,,,,,,,,,,,,,
0,game_0022,False,,,,,,,,,,,,,
0,game_0023,False,,,,,,,,,,,,,
0,game_0024,False,,,,,,,,,,,,,
0,game_0025,False,,,,,,,,,,,,,
0,game_0026,False,,,,,,,,,,,,,
0,game_0027,False,,,,,,,,,,,,,
0,game_0028,False,,,,,,,,,,,,,
0,game_0029,False,,,,,,,,,,,,,
0,game_0030,False,,,,,,,,,,,,,
0,game_0031,True,action,117,117,0,1244,756,80,[2],[3],play item,terminal conversion,"{""index"":4,""type"":7}","{""attackId"":253,""type"":13}"
0,game_0032,False,,,,,,,,,,,,,
0,game_0033,False,,,,,,,,,,,,,
0,game_0034,False,,,,,,,,,,,,,
0,game_0035,False,,,,,,,,,,,,,
0,game_0036,False,,,,,,,,,,,,,
0,game_0037,False,,,,,,,,,,,,,
0,game_0038,False,,,,,,,,,,,,,
0,game_0039,False,,,,,,,,,,,,,
