seat,game,diverged,kind,row,step,player,stadium_id,target_id,target_hp,baseline_action,candidate_action,baseline_reason,candidate_reason,baseline_option,candidate_option
0,game_0000,False,,,,,,,,,,,,,
0,game_0001,False,,,,,,,,,,,,,
0,game_0002,False,,,,,,,,,,,,,
0,game_0003,False,,,,,,,,,,,,,
0,game_0004,False,,,,,,,,,,,,,
0,game_0005,False,,,,,,,,,,,,,
0,game_0006,False,,,,,,,,,,,,,
0,game_0007,False,,,,,,,,,,,,,
0,game_0008,False,,,,,,,,,,,,,
0,game_0009,False,,,,,,,,,,,,,
0,game_0010,False,,,,,,,,,,,,,
0,game_0011,False,,,,,,,,,,,,,
0,game_0012,False,,,,,,,,,,,,,
0,game_0013,False,,,,,,,,,,,,,
0,game_0014,False,,,,,,,,,,,,,
0,game_0015,False,,,,,,,,,,,,,
0,game_0016,False,,,,,,,,,,,,,
0,game_0017,False,,,,,,,,,,,,,
0,game_0018,False,,,,,,,,,,,,,
0,game_0019,False,,,,,,,,,,,,,
1,game_0000,False,,,,,,,,,,,,,
1,game_0001,False,,,,,,,,,,,,,
1,game_0002,False,,,,,,,,,,,,,
1,game_0003,False,,,,,,,,,,,,,
1,game_0004,False,,,,,,,,,,,,,
1,game_0005,False,,,,,,,,,,,,,
1,game_0006,False,,,,,,,,,,,,,
1,game_0007,False,,,,,,,,,,,,,
1,game_0008,False,,,,,,,,,,,,,
1,game_0009,False,,,,,,,,,,,,,
1,game_0010,False,,,,,,,,,,,,,
1,game_0011,False,,,,,,,,,,,,,
1,game_0012,False,,,,,,,,,,,,,
1,game_0013,False,,,,,,,,,,,,,
1,game_0014,False,,,,,,,,,,,,,
1,game_0015,False,,,,,,,,,,,,,
1,game_0016,False,,,,,,,,,,,,,
1,game_0017,False,,,,,,,,,,,,,
1,game_0018,False,,,,,,,,,,,,,
1,game_0019,False,,,,,,,,,,,,,
0,game_0000,False,,,,,,,,,,,,,
0,game_0001,False,,,,,,,,,,,,,
0,game_0002,False,,,,,,,,,,,,,
0,game_0003,False,,,,,,,,,,,,,
0,game_0004,False,,,,,,,,,,,,,
0,game_0005,False,,,,,,,,,,,,,
0,game_0006,False,,,,,,,,,,,,,
0,game_0007,False,,,,,,,,,,,,,
0,game_0008,False,,,,,,,,,,,,,
0,game_0009,False,,,,,,,,,,,,,
0,game_0010,False,,,,,,,,,,,,,
0,game_0011,False,,,,,,,,,,,,,
0,game_0012,False,,,,,,,,,,,,,
0,game_0013,False,,,,,,,,,,,,,
0,game_0014,False,,,,,,,,,,,,,
0,game_0015,False,,,,,,,,,,,,,
0,game_0016,False,,,,,,,,,,,,,
0,game_0017,False,,,,,,,,,,,,,
0,game_0018,False,,,,,,,,,,,,,
0,game_0019,False,,,,,,,,,,,,,
1,game_0000,False,,,,,,,,,,,,,
1,game_0001,False,,,,,,,,,,,,,
1,game_0002,False,,,,,,,,,,,,,
1,game_0003,False,,,,,,,,,,,,,
1,game_0004,False,,,,,,,,,,,,,
1,game_0005,False,,,,,,,,,,,,,
1,game_0006,False,,,,,,,,,,,,,
1,game_0007,False,,,,,,,,,,,,,
1,game_0008,False,,,,,,,,,,,,,
1,game_0009,False,,,,,,,,,,,,,
1,game_0010,False,,,,,,,,,,,,,
1,game_0011,False,,,,,,,,,,,,,
1,game_0012,False,,,,,,,,,,,,,
1,game_0013,False,,,,,,,,,,,,,
1,game_0014,False,,,,,,,,,,,,,
1,game_0015,False,,,,,,,,,,,,,
1,game_0016,False,,,,,,,,,,,,,
1,game_0017,False,,,,,,,,,,,,,
1,game_0018,False,,,,,,,,,,,,,
1,game_0019,False,,,,,,,,,,,,,
0,game_0000,False,,,,,,,,,,,,,
0,game_0001,False,,,,,,,,,,,,,
0,game_0002,False,,,,,,,,,,,,,
0,game_0003,False,,,,,,,,,,,,,
0,game_0004,False,,,,,,,,,,,,,
0,game_0005,False,,,,,,,,,,,,,
0,game_0006,False,,,,,,,,,,,,,
0,game_0007,False,,,,,,,,,,,,,
0,game_0008,False,,,,,,,,,,,,,
0,game_0009,False,,,,,,,,,,,,,
0,game_0010,False,,,,,,,,,,,,,
0,game_0011,False,,,,,,,,,,,,,
0,game_0012,False,,,,,,,,,,,,,
0,game_0013,False,,,,,,,,,,,,,
0,game_0014,False,,,,,,,,,,,,,
0,game_0015,False,,,,,,,,,,,,,
0,game_0016,False,,,,,,,,,,,,,
0,game_0017,False,,,,,,,,,,,,,
0,game_0018,False,,,,,,,,,,,,,
0,game_0019,False,,,,,,,,,,,,,
1,game_0000,False,,,,,,,,,,,,,
1,game_0001,False,,,,,,,,,,,,,
1,game_0002,False,,,,,,,,,,,,,
1,game_0003,False,,,,,,,,,,,,,
1,game_0004,False,,,,,,,,,,,,,
1,game_0005,False,,,,,,,,,,,,,
1,game_0006,False,,,,,,,,,,,,,
1,game_0007,False,,,,,,,,,,,,,
1,game_0008,False,,,,,,,,,,,,,
1,game_0009,False,,,,,,,,,,,,,
1,game_0010,False,,,,,,,,,,,,,
1,game_0011,False,,,,,,,,,,,,,
1,game_0012,False,,,,,,,,,,,,,
1,game_0013,False,,,,,,,,,,,,,
1,game_0014,False,,,,,,,,,,,,,
1,game_0015,False,,,,,,,,,,,,,
1,game_0016,False,,,,,,,,,,,,,
1,game_0017,False,,,,,,,,,,,,,
1,game_0018,False,,,,,,,,,,,,,
1,game_0019,False,,,,,,,,,,,,,
0,game_0000,False,,,,,,,,,,,,,
0,game_0001,False,,,,,,,,,,,,,
0,game_0002,False,,,,,,,,,,,,,
0,game_0003,False,,,,,,,,,,,,,
0,game_0004,False,,,,,,,,,,,,,
0,game_0005,False,,,,,,,,,,,,,
0,game_0006,False,,,,,,,,,,,,,
0,game_0007,False,,,,,,,,,,,,,
0,game_0008,False,,,,,,,,,,,,,
0,game_0009,False,,,,,,,,,,,,,
0,game_0010,False,,,,,,,,,,,,,
0,game_0011,False,,,,,,,,,,,,,
0,game_0012,False,,,,,,,,,,,,,
0,game_0013,False,,,,,,,,,,,,,
0,game_0014,False,,,,,,,,,,,,,
0,game_0015,False,,,,,,,,,,,,,
0,game_0016,False,,,,,,,,,,,,,
0,game_0017,False,,,,,,,,,,,,,
0,game_0018,False,,,,,,,,,,,,,
0,game_0019,False,,,,,,,,,,,,,
1,game_0000,False,,,,,,,,,,,,,
1,game_0001,False,,,,,,,,,,,,,
1,game_0002,False,,,,,,,,,,,,,
1,game_0003,False,,,,,,,,,,,,,
1,game_0004,False,,,,,,,,,,,,,
1,game_0005,False,,,,,,,,,,,,,
1,game_0006,False,,,,,,,,,,,,,
1,game_0007,False,,,,,,,,,,,,,
1,game_0008,False,,,,,,,,,,,,,
1,game_0009,False,,,,,,,,,,,,,
1,game_0010,False,,,,,,,,,,,,,
1,game_0011,False,,,,,,,,,,,,,
1,game_0012,False,,,,,,,,,,,,,
1,game_0013,False,,,,,,,,,,,,,
1,game_0014,False,,,,,,,,,,,,,
1,game_0015,False,,,,,,,,,,,,,
1,game_0016,False,,,,,,,,,,,,,
1,game_0017,False,,,,,,,,,,,,,
1,game_0018,False,,,,,,,,,,,,,
1,game_0019,False,,,,,,,,,,,,,
